date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:56:32	21312/21312	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:32%20GMT	https://hafsa-software.webflow.io/case-study/pialetti	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/pialetti.html	(from https://hafsa-software.webflow.io/)
08:56:33	21686/21686	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:33%20GMT	https://hafsa-software.webflow.io/case-study/medzenith	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/medzenith.html	(from https://hafsa-software.webflow.io/)
08:56:34	21315/21315	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:34%20GMT	https://hafsa-software.webflow.io/case-study/walkiddy	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/walkiddy.html	(from https://hafsa-software.webflow.io/)
08:56:35	27623/27623	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:35%20GMT	https://hafsa-software.webflow.io/post/the-importance-of-responsive-design-and-how-to-achieve-it-with-webflow	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/post/the-importance-of-responsive-design-and-how-to-achieve-it-with-webflow.html	(from https://hafsa-software.webflow.io/)
08:56:36	28551/28551	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:36%20GMT	https://hafsa-software.webflow.io/post/branding-strategies-for-taking-your-agency-to-the-next-level	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/post/branding-strategies-for-taking-your-agency-to-the-next-level.html	(from https://hafsa-software.webflow.io/)
08:56:37	28097/28097	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:37%20GMT	https://hafsa-software.webflow.io/post/how-can-i-place-a-google-ad	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/post/how-can-i-place-a-google-ad.html	(from https://hafsa-software.webflow.io/)
08:56:38	28939/28939	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:38%20GMT	https://hafsa-software.webflow.io/post/how-to-create-a-productive-meeting-environment	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/post/how-to-create-a-productive-meeting-environment.html	(from https://hafsa-software.webflow.io/)
08:56:39	31770/31770	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:39%20GMT	https://hafsa-software.webflow.io/old-home	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/old-home.html	(from https://hafsa-software.webflow.io/)
08:56:40	34517/34517	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:40%20GMT	https://hafsa-software.webflow.io/agb	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/agb.html	(from https://hafsa-software.webflow.io/)
08:56:41	62890/62890	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:41%20GMT	https://hafsa-software.webflow.io/privacy-policy	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/privacy-policy.html	(from https://hafsa-software.webflow.io/)
08:56:42	16066/16066	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:42%20GMT	https://hafsa-software.webflow.io/impressum	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/impressum.html	(from https://hafsa-software.webflow.io/)
08:56:43	17553/17553	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:43%20GMT	https://hafsa-software.webflow.io/payment-and-dispatch	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/payment-and-dispatch.html	(from https://hafsa-software.webflow.io/)
08:56:44	21243/21243	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:44%20GMT	https://hafsa-software.webflow.io/revocation-right-for-consumers	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/revocation-right-for-consumers.html	(from https://hafsa-software.webflow.io/)
08:56:45	117127/117127	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:45%20GMT	https://hafsa-software.webflow.io/webflow-introduction?08118aee_page=2	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/webflow-introduction40fc.html	(from https://hafsa-software.webflow.io/webflow-introduction)
08:56:46	116954/116954	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:46%20GMT	https://hafsa-software.webflow.io/webflow-introduction?b9166fc2_page=2	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/webflow-introduction0e71.html	(from https://hafsa-software.webflow.io/webflow-introduction)
08:56:47	16873/16873	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:47%20GMT	https://hafsa-software.webflow.io/webflow-review	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/webflow-review.html	(from https://hafsa-software.webflow.io/webflow-introduction)
08:56:48	27739/27739	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:48%20GMT	https://hafsa-software.webflow.io/post/how-to-integrate-webflow-with-other-tools-and-services	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/post/how-to-integrate-webflow-with-other-tools-and-services.html	(from https://hafsa-software.webflow.io/webflow-introduction)
08:56:49	26900/26900	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:49%20GMT	https://hafsa-software.webflow.io/post/the-benefits-of-using-webflow-for-content-management-and-collaboration	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/post/the-benefits-of-using-webflow-for-content-management-and-collaboration.html	(from https://hafsa-software.webflow.io/webflow-introduction)
08:56:50	24276/24276	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:50%20GMT	https://hafsa-software.webflow.io/webflow-faq	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/webflow-faq.html	(from https://hafsa-software.webflow.io/webflow-introduction)
08:56:51	21738/21738	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:51%20GMT	https://hafsa-software.webflow.io/case-study/campuswelt	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/campuswelt.html	(from https://hafsa-software.webflow.io/our-project)
08:56:52	25660/25660	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:52%20GMT	https://hafsa-software.webflow.io/case-studies-tags/business	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-studies-tags/business.html	(from https://hafsa-software.webflow.io/our-project)
08:56:53	106365/106365	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:53%20GMT	https://hafsa-software.webflow.io/case-studies-tags/all-tag	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-studies-tags/all-tag.html	(from https://hafsa-software.webflow.io/our-project)
08:56:54	21069/21069	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:54%20GMT	https://hafsa-software.webflow.io/case-study/smtanatomi	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/smtanatomi.html	(from https://hafsa-software.webflow.io/our-project)
08:56:55	73277/73277	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:55%20GMT	https://hafsa-software.webflow.io/case-studies-tags/e-commerce	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-studies-tags/e-commerce.html	(from https://hafsa-software.webflow.io/our-project)
08:56:56	22702/22702	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:56%20GMT	https://hafsa-software.webflow.io/case-study/akademie-westfalia	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/akademie-westfalia.html	(from https://hafsa-software.webflow.io/our-project)
08:56:57	25667/25667	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:57%20GMT	https://hafsa-software.webflow.io/case-studies-tags/other	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-studies-tags/other.html	(from https://hafsa-software.webflow.io/our-project)
08:56:58	19535/19535	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:58%20GMT	https://hafsa-software.webflow.io/case-study/jdsdiy	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/jdsdiy.html	(from https://hafsa-software.webflow.io/our-project)
08:56:59	19174/19174	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:56:59%20GMT	https://hafsa-software.webflow.io/case-study/laracarpet	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/laracarpet.html	(from https://hafsa-software.webflow.io/our-project)
08:57:00	22646/22646	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:00%20GMT	https://hafsa-software.webflow.io/case-study/onsbazaar	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/onsbazaar.html	(from https://hafsa-software.webflow.io/our-project)
08:57:01	21877/21877	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:01%20GMT	https://hafsa-software.webflow.io/case-study/frankeiselt	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/frankeiselt.html	(from https://hafsa-software.webflow.io/our-project)
08:57:02	18595/18595	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:02%20GMT	https://hafsa-software.webflow.io/case-study/shopcheck	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/shopcheck.html	(from https://hafsa-software.webflow.io/our-project)
08:57:03	25479/25479	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:03%20GMT	https://hafsa-software.webflow.io/case-studies-tags/seo	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-studies-tags/seo.html	(from https://hafsa-software.webflow.io/our-project)
08:57:04	20614/20614	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:04%20GMT	https://hafsa-software.webflow.io/case-study/sofram24	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/sofram24.html	(from https://hafsa-software.webflow.io/our-project)
08:57:05	21151/21151	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:05%20GMT	https://hafsa-software.webflow.io/case-study/gewofit	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/gewofit.html	(from https://hafsa-software.webflow.io/our-project)
08:57:06	21574/21574	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:06%20GMT	https://hafsa-software.webflow.io/case-study/allreview	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/allreview.html	(from https://hafsa-software.webflow.io/our-project)
08:57:07	19957/19957	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:07%20GMT	https://hafsa-software.webflow.io/case-study/aludach-system	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/aludach-system.html	(from https://hafsa-software.webflow.io/our-project)
08:57:08	19952/19952	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:08%20GMT	https://hafsa-software.webflow.io/case-study/runfix	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/runfix.html	(from https://hafsa-software.webflow.io/our-project)
08:57:09	20392/20392	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:09%20GMT	https://hafsa-software.webflow.io/case-study/meetgate	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/meetgate.html	(from https://hafsa-software.webflow.io/our-project)
08:57:10	22709/22709	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:10%20GMT	https://hafsa-software.webflow.io/case-studies-tags/meeting	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-studies-tags/meeting.html	(from https://hafsa-software.webflow.io/our-project)
08:57:11	20382/20382	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:11%20GMT	https://hafsa-software.webflow.io/case-study/serpalarm	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/serpalarm.html	(from https://hafsa-software.webflow.io/our-project)
08:57:12	20509/20509	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:12%20GMT	https://hafsa-software.webflow.io/case-study/hakan-olcer	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/hakan-olcer.html	(from https://hafsa-software.webflow.io/our-project)
08:57:13	19613/19613	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:13%20GMT	https://hafsa-software.webflow.io/case-study/primeshops	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/primeshops.html	(from https://hafsa-software.webflow.io/our-project)
08:57:14	20499/20499	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:14%20GMT	https://hafsa-software.webflow.io/case-study/moincam	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/moincam.html	(from https://hafsa-software.webflow.io/our-project)
08:57:15	18919/18919	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:15%20GMT	https://hafsa-software.webflow.io/case-study/marketim-supermarkt	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/marketim-supermarkt.html	(from https://hafsa-software.webflow.io/our-project)
08:57:16	21340/21340	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:16%20GMT	https://hafsa-software.webflow.io/case-study/ywremodel	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/ywremodel.html	(from https://hafsa-software.webflow.io/our-project)
08:57:17	21452/21452	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:17%20GMT	https://hafsa-software.webflow.io/case-study/ykdesign	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/ykdesign.html	(from https://hafsa-software.webflow.io/our-project)
08:57:18	19470/19470	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:18%20GMT	https://hafsa-software.webflow.io/case-study/tiyru	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/tiyru.html	(from https://hafsa-software.webflow.io/our-project)
08:57:19	20163/20163	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:19%20GMT	https://hafsa-software.webflow.io/case-studies-tags/course	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-studies-tags/course.html	(from https://hafsa-software.webflow.io/our-project)
08:57:20	19189/19189	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:20%20GMT	https://hafsa-software.webflow.io/case-study/rosasolutions	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/rosasolutions.html	(from https://hafsa-software.webflow.io/our-project)
08:57:21	19749/19749	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:21%20GMT	https://hafsa-software.webflow.io/case-study/mentalwelt	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/mentalwelt.html	(from https://hafsa-software.webflow.io/our-project)
08:57:22	21106/21106	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:22%20GMT	https://hafsa-software.webflow.io/case-study/hafsatoys	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/hafsatoys.html	(from https://hafsa-software.webflow.io/our-project)
08:57:23	19788/19788	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:23%20GMT	https://hafsa-software.webflow.io/case-study/e-ktabxana	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/e-ktabxana.html	(from https://hafsa-software.webflow.io/our-project)
08:57:24	19181/19181	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:24%20GMT	https://hafsa-software.webflow.io/case-study/villastore24	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/villastore24.html	(from https://hafsa-software.webflow.io/our-project)
08:57:25	18368/18368	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:25%20GMT	https://hafsa-software.webflow.io/case-study/fixmap	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/fixmap.html	(from https://hafsa-software.webflow.io/our-project)
08:57:26	19781/19781	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:26%20GMT	https://hafsa-software.webflow.io/case-study/homebyhome	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/homebyhome.html	(from https://hafsa-software.webflow.io/our-project)
08:57:27	17931/17931	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:27%20GMT	https://hafsa-software.webflow.io/case-study/grunersalat	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/case-study/grunersalat.html	(from https://hafsa-software.webflow.io/our-project)
08:57:28	53654/53654	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:28%20GMT	https://hafsa-software.webflow.io/blog-post-categories/webflow	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/blog-post-categories/webflow.html	(from https://hafsa-software.webflow.io/blog)
08:57:29	18736/18736	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:29%20GMT	https://hafsa-software.webflow.io/blog-post-categories/other	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/blog-post-categories/other.html	(from https://hafsa-software.webflow.io/blog)
08:57:30	19214/19214	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:30%20GMT	https://hafsa-software.webflow.io/blog-post-categories/e-commerce	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/blog-post-categories/e-commerce.html	(from https://hafsa-software.webflow.io/blog)
08:57:31	16500/16500	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:31%20GMT	https://hafsa-software.webflow.io/blog-post-categories/social-media	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/blog-post-categories/social-media.html	(from https://hafsa-software.webflow.io/blog)
08:57:32	39678/39678	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:32%20GMT	https://hafsa-software.webflow.io/blog-post-categories/seo	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/blog-post-categories/seo.html	(from https://hafsa-software.webflow.io/blog)
08:57:33	26281/26281	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:33%20GMT	https://hafsa-software.webflow.io/blog-post-categories/web-software	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/blog-post-categories/web-software.html	(from https://hafsa-software.webflow.io/blog)
08:57:34	25940/25940	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:34%20GMT	https://hafsa-software.webflow.io/blog-post-categories/web-design	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/blog-post-categories/web-design.html	(from https://hafsa-software.webflow.io/blog)
08:57:35	16500/16500	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:35%20GMT	https://hafsa-software.webflow.io/blog-post-categories/ui-ux-design	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/blog-post-categories/ui-ux-design.html	(from https://hafsa-software.webflow.io/blog)
08:57:36	16492/16492	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:36%20GMT	https://hafsa-software.webflow.io/blog-post-categories/branding	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/blog-post-categories/branding.html	(from https://hafsa-software.webflow.io/blog)
08:57:37	28663/28663	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:37%20GMT	https://hafsa-software.webflow.io/post/a-beginners-guide-to-using-webflow-for-web-design-and-development	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/post/a-beginners-guide-to-using-webflow-for-web-design-and-development.html	(from https://hafsa-software.webflow.io/blog)
08:57:38	27698/27698	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:38%20GMT	https://hafsa-software.webflow.io/post/what-is-a-broken-link	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/post/what-is-a-broken-link.html	(from https://hafsa-software.webflow.io/blog)
08:57:39	27525/27525	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:39%20GMT	https://hafsa-software.webflow.io/post/getting-your-team-onboard-a-new-app	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/post/getting-your-team-onboard-a-new-app.html	(from https://hafsa-software.webflow.io/blog)
08:57:40	27749/27749	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:40%20GMT	https://hafsa-software.webflow.io/post/how-to-nail-your-next-pitch	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/post/how-to-nail-your-next-pitch.html	(from https://hafsa-software.webflow.io/blog)
08:57:41	27432/27432	---M-Z	200	added ('OK')	text/html	date:Sat,%2024%20Jun%202023%2008:57:41%20GMT	https://hafsa-software.webflow.io/post/what-is-google-index-api-system	/home/ubuntu/clone/sites/hafsa.de/website_clone/hafsa-software.webflow.io/post/what-is-google-index-api-system.html	(from https://hafsa-software.webflow.io/blog)
